longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household,bedrooms_per_room,population_per_household
-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,116900.0,False,False,False,False,5.203980099502488,0.20650095602294455,3.616915422885572
-121.03,39.21,28.0,2843.0,535.0,1310.0,525.0,3.2337,123100.0,True,False,False,False,5.415238095238095,0.18818149841716497,2.4952380952380953
-117.97,33.66,22.0,3914.0,600.0,1871.0,607.0,5.8541,281500.0,False,False,False,False,6.448105436573312,0.1532958610117527,3.0823723228995057
-119.8,36.68,31.0,2214.0,432.0,1326.0,416.0,2.1691,66700.0,True,False,False,False,5.322115384615385,0.1951219512195122,3.1875
-117.64,34.04,21.0,1801.0,507.0,2556.0,484.0,2.4716,102500.0,True,False,False,False,3.7210743801652892,0.28151027207107165,5.2809917355371905
-117.91,33.63,20.0,3442.0,1526.0,1427.0,977.0,3.1985,106300.0,False,False,False,False,3.5230296827021492,0.44334689134224287,1.4605936540429887
-122.08,37.68,37.0,848.0,202.0,314.0,205.0,2.3958,190800.0,False,False,True,False,4.136585365853659,0.23820754716981132,1.5317073170731708
-118.15,34.04,44.0,647.0,142.0,457.0,143.0,3.6875,162500.0,False,False,False,False,4.524475524475524,0.21947449768160743,3.195804195804196
-121.92,36.61,29.0,3735.0,808.0,1873.0,757.0,3.1543,253800.0,False,False,False,True,4.933949801849406,0.21633199464524766,2.474240422721268
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,87500.0,True,False,False,False,5.125,0.18292682926829268,3.25
-121.28,38.64,19.0,3574.0,669.0,1373.0,643.0,3.6298,242100.0,True,False,False,False,5.558320373250389,0.1871852266368215,2.135303265940902
-122.0,37.39,36.0,1236.0,229.0,880.0,247.0,5.791,239400.0,False,False,False,False,5.004048582995951,0.18527508090614886,3.562753036437247
-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0,False,False,False,True,3.725663716814159,0.23990498812351543,3.504424778761062
-117.99,33.93,33.0,2299.0,431.0,1049.0,447.0,3.6458,208100.0,False,False,False,False,5.143176733780761,0.18747281426707263,2.3467561521252795
-118.05,33.78,25.0,3112.0,435.0,1098.0,401.0,6.0,353500.0,False,False,False,False,7.760598503740648,0.1397814910025707,2.7381546134663344
-118.1,34.12,50.0,1835.0,231.0,636.0,211.0,11.6471,500001.0,False,False,False,False,8.696682464454977,0.12588555858310627,3.014218009478673
-118.04,34.06,30.0,2019.0,551.0,2481.0,484.0,3.1875,154200.0,False,False,False,False,4.171487603305785,0.27290737989103514,5.12603305785124
-118.13,34.07,20.0,2130.0,654.0,1870.0,578.0,2.3664,192200.0,False,False,False,False,3.685121107266436,0.30704225352112674,3.235294117647059
-121.92,36.61,21.0,1242.0,340.0,834.0,362.0,2.4922,243800.0,False,False,False,True,3.430939226519337,0.27375201288244766,2.303867403314917
-117.78,33.97,2.0,556.0,63.0,179.0,54.0,8.4411,500001.0,False,False,False,False,10.296296296296296,0.11330935251798561,3.314814814814815
-121.06,39.04,15.0,1999.0,287.0,585.0,246.0,5.5161,361900.0,True,False,False,False,8.126016260162602,0.14357178589294647,2.3780487804878048
-117.92,33.75,32.0,790.0,199.0,1196.0,201.0,3.0625,142800.0,False,False,False,False,3.9303482587064678,0.2518987341772152,5.9502487562189055
-121.83,37.4,27.0,1145.0,150.0,492.0,160.0,5.716,348300.0,False,False,False,False,7.15625,0.13100436681222707,3.075
-118.03,33.97,39.0,1996.0,389.0,1029.0,387.0,4.65,224300.0,False,False,False,False,5.1576227390180875,0.19488977955911824,2.6589147286821704
-121.83,37.24,23.0,2543.0,388.0,1297.0,385.0,5.9164,237400.0,False,False,False,False,6.605194805194805,0.1525756979944947,3.3688311688311687
-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603,189000.0,False,False,True,False,5.169082125603865,0.20934579439252338,2.739130434782609
-121.91,37.23,27.0,4866.0,668.0,1956.0,659.0,7.3843,405000.0,False,False,False,False,7.3839150227617605,0.13727907932593506,2.968133535660091
-118.2,34.03,52.0,583.0,157.0,730.0,174.0,1.4115,140600.0,False,False,False,False,3.3505747126436782,0.2692967409948542,4.195402298850575
-118.52,34.04,42.0,993.0,130.0,368.0,134.0,10.8082,500001.0,False,False,False,False,7.41044776119403,0.1309164149043303,2.746268656716418
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,301100.0,False,False,False,False,5.853754940711463,0.18804861580013504,2.4011857707509883
-121.96,39.3,39.0,701.0,130.0,271.0,89.0,2.1845,112500.0,True,False,False,False,7.876404494382022,0.18544935805991442,3.044943820224719
-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,140600.0,True,False,False,False,29.852941176470587,0.17832512315270935,1.9803921568627452
-117.99,33.79,35.0,2301.0,467.0,2272.0,454.0,3.9566,167800.0,False,False,False,False,5.068281938325991,0.20295523685354194,5.004405286343612
-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0,False,False,False,False,6.601410934744268,0.15522308308843175,2.880070546737213
-118.22,33.8,36.0,1285.0,347.0,1291.0,337.0,3.7708,157100.0,False,False,False,True,3.8130563798219583,0.27003891050583656,3.830860534124629
-117.74,34.06,48.0,2438.0,599.0,1508.0,548.0,2.8983,129200.0,True,False,False,False,4.4489051094890515,0.2456931911402789,2.7518248175182483
-121.64,36.72,17.0,4203.0,816.0,2900.0,827.0,4.1742,159900.0,False,False,False,False,5.082224909310762,0.19414703783012136,3.506650544135429
-117.67,34.02,16.0,3042.0,524.0,1516.0,475.0,4.8906,178500.0,True,False,False,False,6.404210526315789,0.1722550953320184,3.191578947368421
-122.21,37.78,43.0,1702.0,460.0,1227.0,407.0,1.7188,126800.0,False,False,True,False,4.181818181818182,0.2702702702702703,3.0147420147420148
-116.25,33.81,24.0,880.0,187.0,507.0,169.0,3.4583,67500.0,True,False,False,False,5.207100591715976,0.2125,3.0
-120.12,34.6,10.0,2426.0,426.0,966.0,419.0,5.5106,290900.0,False,False,False,True,5.789976133651551,0.1755976916735367,2.305489260143198
-121.83,38.0,8.0,2572.0,738.0,1384.0,684.0,1.7161,75800.0,True,False,False,False,3.760233918128655,0.2869362363919129,2.0233918128654973
-118.7,34.3,27.0,1527.0,220.0,756.0,226.0,6.1825,227000.0,False,False,False,False,6.756637168141593,0.14407334643091027,3.3451327433628317
-122.87,38.48,27.0,3894.0,776.0,1832.0,715.0,3.5085,187800.0,False,False,False,False,5.446153846153846,0.1992809450436569,2.5622377622377623
-121.29,38.13,31.0,1008.0,212.0,453.0,195.0,2.3917,113500.0,True,False,False,False,5.1692307692307695,0.21031746031746032,2.3230769230769233
-118.15,34.07,52.0,1983.0,344.0,887.0,331.0,3.2875,234400.0,False,False,False,False,5.990936555891238,0.1734745335350479,2.6797583081570995
-122.01,38.26,12.0,4132.0,710.0,2087.0,633.0,4.5987,139700.0,True,False,False,False,6.527646129541864,0.1718296224588577,3.296998420221169
-121.86,37.23,24.0,4337.0,670.0,1936.0,652.0,5.8904,271400.0,False,False,False,False,6.651840490797546,0.15448466682038275,2.9693251533742333
-117.83,33.82,23.0,1100.0,285.0,940.0,267.0,3.6953,150000.0,False,False,False,False,4.119850187265918,0.2590909090909091,3.5205992509363297
-118.29,34.03,42.0,907.0,378.0,822.0,288.0,1.2875,179200.0,False,False,False,False,3.1493055555555554,0.41675854465270123,2.8541666666666665
-117.93,33.87,52.0,950.0,229.0,429.0,185.0,2.315,182100.0,False,False,False,False,5.135135135135135,0.24105263157894738,2.3189189189189188
-122.23,40.63,16.0,1141.0,220.0,563.0,200.0,2.3287,130700.0,True,False,False,False,5.705,0.19281332164767748,2.815
-118.21,33.94,34.0,710.0,205.0,1134.0,233.0,2.7734,141100.0,False,False,False,False,3.0472103004291844,0.2887323943661972,4.866952789699571
-118.15,34.07,44.0,1626.0,383.0,1063.0,334.0,2.4348,220700.0,False,False,False,False,4.868263473053892,0.23554735547355474,3.182634730538922
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,212200.0,True,False,False,False,7.572769953051643,0.12585244885306882,3.15962441314554
-121.45,38.62,37.0,1534.0,315.0,1147.0,322.0,2.5643,59800.0,True,False,False,False,4.763975155279503,0.20534550195567144,3.562111801242236
-118.51,34.26,29.0,2472.0,354.0,1109.0,397.0,5.5433,332500.0,False,False,False,False,6.226700251889169,0.14320388349514562,2.793450881612091
-124.14,40.8,32.0,1373.0,312.0,872.0,306.0,2.5,72600.0,False,False,False,True,4.4869281045751634,0.22723962126729788,2.849673202614379
-118.2,33.9,34.0,1552.0,444.0,2093.0,413.0,2.2125,103200.0,False,False,False,False,3.7578692493946733,0.2860824742268041,5.067796610169491
-118.22,33.99,4.0,1849.0,577.0,1529.0,418.0,2.7708,186300.0,False,False,False,False,4.423444976076555,0.3120605732828556,3.6578947368421053
-117.19,32.86,18.0,4231.0,728.0,2030.0,720.0,6.1805,272400.0,False,False,False,True,5.876388888888889,0.1720633419995273,2.8194444444444446
-121.14,39.1,13.0,1085.0,227.0,629.0,214.0,5.0389,171500.0,True,False,False,False,5.070093457943925,0.20921658986175115,2.939252336448598
-117.4,34.0,31.0,1192.0,307.0,1013.0,283.0,2.0742,76200.0,True,False,False,False,4.212014134275618,0.2575503355704698,3.579505300353357
-121.93,41.86,28.0,4225.0,835.0,1908.0,686.0,1.74,44000.0,True,False,False,False,6.158892128279883,0.19763313609467456,2.7813411078717203
-122.09,37.09,46.0,695.0,136.0,408.0,148.0,3.9408,222600.0,False,False,False,True,4.695945945945946,0.19568345323741007,2.7567567567567566
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,167400.0,False,False,False,True,4.466019417475728,0.21956521739130436,3.9320388349514563
-117.23,33.01,18.0,3961.0,511.0,1541.0,470.0,11.1118,500001.0,False,False,False,True,8.427659574468086,0.12900782630648827,3.2787234042553193
-118.22,33.98,18.0,1781.0,765.0,1913.0,702.0,1.2059,255000.0,False,False,False,False,2.537037037037037,0.4295339696799551,2.725071225071225
-118.07,33.98,32.0,3304.0,714.0,2032.0,690.0,3.2093,167800.0,False,False,False,False,4.788405797101449,0.21610169491525424,2.944927536231884
-121.79,37.33,10.0,3283.0,550.0,2491.0,522.0,6.6633,283700.0,False,False,False,False,6.289272030651341,0.1675296984465428,4.772030651340996
-118.26,34.16,20.0,3407.0,885.0,1883.0,870.0,3.7321,351100.0,False,False,False,False,3.9160919540229884,0.2597593190490167,2.164367816091954
-118.2,33.9,33.0,1435.0,322.0,1298.0,299.0,2.7813,105100.0,False,False,False,False,4.79933110367893,0.22439024390243903,4.34113712374582
-122.41,37.74,52.0,1842.0,339.0,1032.0,357.0,5.5563,250800.0,False,False,True,False,5.159663865546219,0.18403908794788273,2.8907563025210083
-120.66,35.29,23.0,1932.0,487.0,1380.0,472.0,1.9647,253600.0,False,False,False,True,4.093220338983051,0.2520703933747412,2.9237288135593222
-116.71,33.94,12.0,549.0,109.0,209.0,90.0,3.0208,66300.0,True,False,False,False,6.1,0.19854280510018216,2.3222222222222224
-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234,265000.0,False,False,False,False,4.220588235294118,0.25667828106852497,2.7369281045751634
-117.87,33.82,26.0,2435.0,346.0,1088.0,350.0,5.9397,249400.0,False,False,False,False,6.957142857142857,0.14209445585215605,3.1085714285714285
-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,3.5,223700.0,False,False,False,False,4.304913294797688,0.2497482376636455,2.6358381502890174
-119.78,36.82,22.0,4241.0,1147.0,1929.0,971.0,1.7708,53500.0,True,False,False,False,4.367662203913492,0.2704550813487385,1.9866117404737385
-117.13,32.73,52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0,False,False,False,True,4.638349514563107,0.21716378859236002,1.8859223300970873
-123.15,39.31,19.0,1026.0,205.0,424.0,152.0,2.8833,154200.0,True,False,False,False,6.75,0.19980506822612085,2.789473684210526
-118.12,34.07,45.0,1770.0,423.0,1410.0,389.0,3.0592,212500.0,False,False,False,False,4.5501285347043705,0.23898305084745763,3.6246786632390746
-121.81,38.43,30.0,1674.0,297.0,756.0,292.0,3.9286,133100.0,True,False,False,False,5.732876712328767,0.1774193548387097,2.589041095890411
-118.01,33.92,35.0,1606.0,289.0,829.0,273.0,5.273,187600.0,False,False,False,False,5.882783882783883,0.17995018679950187,3.0366300366300365
-121.14,37.52,37.0,1358.0,231.0,586.0,214.0,3.1645,170800.0,True,False,False,False,6.345794392523365,0.17010309278350516,2.7383177570093458
-117.74,34.09,30.0,3199.0,591.0,2192.0,563.0,3.4871,136400.0,True,False,False,False,5.682060390763765,0.18474523288527664,3.8934280639431615
-120.27,34.72,14.0,1289.0,277.0,693.0,237.0,3.2569,230800.0,False,False,False,False,5.438818565400844,0.21489526764934058,2.9240506329113924
-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333,277200.0,False,False,False,False,5.201092896174863,0.19415843664635427,2.059016393442623
-118.38,33.85,28.0,4430.0,928.0,2131.0,885.0,4.9384,378100.0,False,False,False,False,5.005649717514125,0.2094808126410835,2.407909604519774
-118.1,34.08,21.0,1349.0,352.0,1188.0,330.0,2.5,182100.0,False,False,False,False,4.087878787878788,0.2609340252038547,3.6
-118.25,33.99,41.0,2215.0,544.0,2054.0,480.0,1.5272,100300.0,False,False,False,False,4.614583333333333,0.2455981941309255,4.279166666666667
-117.25,32.8,37.0,1096.0,260.0,490.0,267.0,3.2663,270600.0,False,False,False,True,4.104868913857678,0.23722627737226276,1.8352059925093633
-118.94,34.17,16.0,3746.0,508.0,1556.0,452.0,6.3303,299400.0,False,False,False,False,8.287610619469026,0.13561131873998933,3.4424778761061945
-118.1,34.65,33.0,873.0,177.0,425.0,142.0,2.67,187500.0,True,False,False,False,6.147887323943662,0.2027491408934708,2.992957746478873
-117.71,34.03,11.0,3467.0,749.0,2163.0,676.0,3.4267,164400.0,True,False,False,False,5.128698224852071,0.21603691952696857,3.1997041420118344
-117.69,33.47,23.0,3499.0,722.0,1480.0,634.0,3.86,300000.0,False,False,False,False,5.518927444794953,0.20634466990568734,2.334384858044164
-118.29,33.75,27.0,1650.0,443.0,1359.0,386.0,2.5795,192400.0,False,False,False,True,4.274611398963731,0.2684848484848485,3.5207253886010363
-117.08,32.7,35.0,1477.0,264.0,852.0,279.0,3.1786,100600.0,False,False,False,True,5.293906810035843,0.17874069058903183,3.053763440860215
-118.22,33.97,47.0,1688.0,386.0,1663.0,381.0,4.0609,171300.0,False,False,False,False,4.430446194225722,0.22867298578199052,4.364829396325459
-117.81,35.65,19.0,1124.0,290.0,598.0,261.0,1.8984,54300.0,True,False,False,False,4.306513409961686,0.2580071174377224,2.2911877394636013
-119.64,34.43,32.0,1872.0,318.0,749.0,296.0,4.625,500001.0,False,False,False,False,6.324324324324325,0.16987179487179488,2.5304054054054053
-121.37,38.7,26.0,2230.0,410.0,1155.0,377.0,3.4911,88200.0,True,False,False,False,5.915119363395226,0.18385650224215247,3.0636604774535807
-121.3,37.95,9.0,674.0,242.0,575.0,193.0,2.2024,45000.0,True,False,False,False,3.4922279792746114,0.3590504451038576,2.9792746113989637
-118.12,33.97,35.0,708.0,145.0,471.0,153.0,3.2,197400.0,False,False,False,False,4.627450980392157,0.20480225988700565,3.0784313725490198
-120.7,38.75,19.0,2325.0,430.0,967.0,376.0,2.9,158700.0,True,False,False,False,6.183510638297872,0.18494623655913978,2.5718085106382977
-121.34,38.59,23.0,2912.0,421.0,1132.0,410.0,5.9174,225900.0,True,False,False,False,7.102439024390244,0.14457417582417584,2.7609756097560973
-121.93,37.54,25.0,1354.0,192.0,596.0,220.0,6.629,352400.0,False,False,False,False,6.154545454545454,0.14180206794682423,2.709090909090909
-117.79,33.7,16.0,1416.0,249.0,636.0,244.0,5.1741,227700.0,False,False,False,False,5.80327868852459,0.17584745762711865,2.6065573770491803
-120.87,37.07,26.0,2036.0,401.0,1343.0,414.0,3.6331,88600.0,True,False,False,False,4.917874396135265,0.1969548133595285,3.243961352657005
-122.42,37.78,27.0,1728.0,884.0,1211.0,752.0,0.8543,500001.0,False,False,True,False,2.297872340425532,0.5115740740740741,1.610372340425532
-121.8,38.01,37.0,3058.0,567.0,1351.0,523.0,3.5179,130800.0,True,False,False,False,5.8470363288718925,0.1854153041203401,2.5831739961759084
-117.95,33.84,32.0,1378.0,492.0,1202.0,448.0,3.4028,183700.0,False,False,False,False,3.075892857142857,0.3570391872278665,2.6830357142857144
-121.59,39.77,24.0,1535.0,276.0,664.0,273.0,2.3068,97300.0,True,False,False,False,5.622710622710622,0.17980456026058633,2.432234432234432
-121.26,38.09,35.0,930.0,186.0,525.0,201.0,2.0625,155000.0,True,False,False,False,4.626865671641791,0.2,2.611940298507463
-118.09,33.91,36.0,1442.0,271.0,990.0,268.0,4.0517,162200.0,False,False,False,False,5.380597014925373,0.18793342579750347,3.6940298507462686
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,150000.0,False,False,False,False,4.110266159695818,0.2608695652173913,3.688212927756654
-121.63,39.13,26.0,2355.0,531.0,1047.0,497.0,1.8208,79500.0,True,False,False,False,4.738430583501006,0.22547770700636943,2.106639839034205
-117.89,33.87,32.0,1133.0,216.0,693.0,228.0,3.3594,202100.0,False,False,False,False,4.969298245614035,0.19064430714916153,3.039473684210526
-117.88,33.79,32.0,1484.0,295.0,928.0,295.0,5.1418,190300.0,False,False,False,False,5.030508474576271,0.19878706199460916,3.145762711864407
-121.95,37.32,33.0,726.0,168.0,351.0,147.0,3.1458,270500.0,False,False,False,False,4.938775510204081,0.23140495867768596,2.3877551020408165
-116.93,32.79,19.0,3354.0,435.0,1948.0,682.0,3.0192,142300.0,False,False,False,False,4.9178885630498534,0.129695885509839,2.8563049853372435
-122.36,37.94,43.0,369.0,107.0,371.0,111.0,1.6,79400.0,False,False,True,False,3.324324324324324,0.2899728997289973,3.3423423423423424
-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,83300.0,True,False,False,False,7.028436018957346,0.19150370869858396,2.279620853080569
-121.88,37.34,52.0,867.0,232.0,1264.0,227.0,2.6312,302900.0,False,False,False,False,3.8193832599118944,0.2675893886966551,5.568281938325991
-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597,383100.0,False,False,False,False,6.176039119804401,0.1536025336500396,2.6699266503667483
-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0,251400.0,False,False,False,False,4.626146788990826,0.20624690133862172,2.0642201834862384
-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,5.618,365900.0,False,False,False,False,6.133971291866029,0.1684867394695788,2.3636363636363638
-120.99,37.62,37.0,2014.0,505.0,1787.0,515.0,1.5515,54100.0,True,False,False,False,3.9106796116504854,0.25074478649453824,3.469902912621359
-119.11,36.21,10.0,1972.0,455.0,1469.0,442.0,1.5407,58400.0,True,False,False,False,4.461538461538462,0.23073022312373226,3.323529411764706
-119.78,36.77,45.0,1315.0,256.0,666.0,240.0,2.3562,58100.0,True,False,False,False,5.479166666666667,0.19467680608365018,2.775
-117.67,33.57,18.0,1614.0,210.0,692.0,209.0,7.9294,280300.0,False,False,False,False,7.722488038277512,0.13011152416356878,3.311004784688995
-118.38,34.14,42.0,1253.0,225.0,492.0,224.0,7.7112,386700.0,False,False,False,False,5.59375,0.17956903431763768,2.1964285714285716
-118.14,33.87,44.0,1661.0,315.0,985.0,319.0,4.3942,219500.0,False,False,False,False,5.206896551724138,0.1896447922937989,3.0877742946708464
-121.14,39.86,16.0,2534.0,557.0,638.0,244.0,2.2101,88800.0,True,False,False,False,10.385245901639344,0.21981057616416733,2.6147540983606556
-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,139100.0,False,False,True,False,5.074850299401198,0.20353982300884957,2.1526946107784433
-117.94,33.67,26.0,2552.0,314.0,925.0,323.0,8.1839,367000.0,False,False,False,False,7.900928792569659,0.12304075235109718,2.863777089783282
-116.94,32.81,8.0,2517.0,632.0,1686.0,613.0,2.136,143500.0,False,False,False,False,4.106035889070147,0.25109257052046086,2.7504078303425774
-117.92,33.65,28.0,1087.0,423.0,807.0,425.0,0.9702,225400.0,False,False,False,False,2.5576470588235294,0.3891444342226311,1.8988235294117648
-117.92,33.88,32.0,1683.0,273.0,719.0,263.0,5.3649,243600.0,False,False,False,False,6.399239543726236,0.1622103386809269,2.7338403041825097
-117.06,33.14,27.0,3819.0,674.0,2447.0,717.0,3.8185,137200.0,False,False,False,False,5.326359832635983,0.17648599109714586,3.4128312412831243
-122.52,38.7,26.0,102.0,17.0,43.0,13.0,0.536,87500.0,True,False,False,False,7.846153846153846,0.16666666666666666,3.3076923076923075
-121.74,39.59,24.0,1535.0,279.0,726.0,272.0,2.3833,95100.0,True,False,False,False,5.643382352941177,0.18175895765472314,2.6691176470588234
-116.92,32.79,24.0,4055.0,742.0,2123.0,744.0,4.5224,142000.0,False,False,False,False,5.450268817204301,0.18298397040690506,2.853494623655914
-118.14,33.91,36.0,1096.0,204.0,569.0,201.0,4.475,182300.0,False,False,False,False,5.45273631840796,0.18613138686131386,2.8308457711442787
-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,76200.0,True,False,False,False,6.4,0.18048469387755103,3.4612244897959186
-118.94,35.39,27.0,3074.0,452.0,1223.0,452.0,5.4592,139100.0,True,False,False,False,6.800884955752212,0.14703968770331816,2.7057522123893807
-121.7,39.36,37.0,2330.0,495.0,1505.0,470.0,2.0474,56000.0,True,False,False,False,4.957446808510638,0.21244635193133046,3.202127659574468
-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3.0,168800.0,False,False,False,True,4.169491525423729,0.23983739837398374,1.9717514124293785
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,105400.0,True,False,False,False,5.030555555555556,0.18415240198785202,3.4763888888888888
-118.54,34.21,32.0,2593.0,566.0,1596.0,547.0,3.9886,199200.0,False,False,False,False,4.740402193784278,0.21827998457385267,2.917733089579525
-122.09,37.11,32.0,2637.0,489.0,1031.0,410.0,3.6474,231600.0,False,False,False,True,6.431707317073171,0.18543799772468714,2.5146341463414634
-120.01,38.89,24.0,1669.0,422.0,589.0,281.0,3.0089,100800.0,True,False,False,False,5.93950177935943,0.25284601557819053,2.096085409252669
-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,50000.0,True,False,False,False,4.625,0.2972972972972973,4.25
-117.41,33.95,37.0,1586.0,283.0,675.0,305.0,2.9583,132100.0,True,False,False,False,5.2,0.17843631778058008,2.2131147540983607
-118.32,33.79,32.0,2381.0,467.0,1264.0,488.0,4.1477,315100.0,False,False,False,False,4.879098360655738,0.19613607727845442,2.5901639344262297
-119.79,36.77,30.0,1610.0,410.0,1000.0,397.0,2.0357,60200.0,True,False,False,False,4.055415617128464,0.2546583850931677,2.5188916876574305
-118.29,33.9,42.0,1273.0,309.0,1203.0,348.0,4.4636,162000.0,False,False,False,False,3.6580459770114944,0.24273369992144542,3.456896551724138
-122.41,37.62,49.0,1464.0,302.0,636.0,259.0,4.25,284100.0,False,False,False,True,5.652509652509653,0.2062841530054645,2.4555984555984556
-119.32,34.35,16.0,52.0,16.0,51.0,15.0,2.475,225000.0,False,False,False,True,3.466666666666667,0.3076923076923077,3.4
-118.3,33.82,35.0,1499.0,340.0,1141.0,326.0,2.6136,213600.0,False,False,False,False,4.598159509202454,0.2268178785857238,3.5
-122.41,37.76,52.0,1427.0,281.0,620.0,236.0,1.9944,262500.0,False,False,True,False,6.046610169491525,0.19691660826909602,2.6271186440677967
-121.54,39.08,23.0,1076.0,216.0,724.0,197.0,2.3598,57500.0,True,False,False,False,5.461928934010152,0.20074349442379183,3.6751269035532994
-117.53,33.83,7.0,2191.0,324.0,1156.0,310.0,5.5362,195600.0,True,False,False,False,7.067741935483871,0.1478776814240073,3.729032258064516
-118.1,33.9,40.0,1880.0,377.0,1229.0,378.0,4.4167,174600.0,False,False,False,False,4.973544973544974,0.20053191489361702,3.251322751322751
-119.26,36.61,33.0,560.0,90.0,310.0,113.0,2.5417,118800.0,True,False,False,False,4.95575221238938,0.16071428571428573,2.743362831858407
-119.8,36.71,29.0,1541.0,291.0,1007.0,313.0,2.0043,53500.0,True,False,False,False,4.92332268370607,0.18883841661258924,3.2172523961661343
-118.02,33.91,35.0,1337.0,234.0,692.0,235.0,5.1155,213700.0,False,False,False,False,5.68936170212766,0.175018698578908,2.9446808510638296
-118.98,35.36,29.0,1244.0,266.0,933.0,227.0,1.6981,49400.0,True,False,False,False,5.4801762114537445,0.21382636655948553,4.110132158590308
-117.37,33.19,38.0,861.0,213.0,486.0,204.0,4.1875,185000.0,False,False,False,True,4.220588235294118,0.24738675958188153,2.3823529411764706
-118.32,34.02,50.0,1655.0,256.0,672.0,260.0,4.2554,194300.0,False,False,False,False,6.365384615384615,0.15468277945619335,2.5846153846153848
-117.1,32.68,47.0,1044.0,274.0,1003.0,280.0,1.7802,97800.0,False,False,False,True,3.7285714285714286,0.2624521072796935,3.5821428571428573
-121.92,37.3,36.0,2088.0,358.0,772.0,347.0,4.2762,310100.0,False,False,False,False,6.017291066282421,0.171455938697318,2.2247838616714697
-117.77,33.88,8.0,4874.0,627.0,2070.0,619.0,8.1117,410200.0,False,False,False,False,7.8739903069466886,0.12864177267131718,3.344103392568659
-118.4,34.24,35.0,2552.0,545.0,1850.0,503.0,4.775,179500.0,False,False,False,False,5.073558648111332,0.2135579937304075,3.6779324055666005
-118.3,33.88,35.0,3227.0,749.0,1881.0,696.0,2.8445,242100.0,False,False,False,False,4.636494252873563,0.23210412147505424,2.7025862068965516
-118.14,33.86,43.0,2104.0,382.0,1071.0,396.0,5.0,208900.0,False,False,False,False,5.313131313131313,0.18155893536121673,2.7045454545454546
-120.65,35.48,19.0,2310.0,471.0,1341.0,441.0,3.225,166900.0,False,False,False,False,5.238095238095238,0.2038961038961039,3.0408163265306123
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,97700.0,False,False,True,False,4.494915254237288,0.2609351432880845,3.4677966101694917
-118.37,34.05,52.0,1563.0,306.0,776.0,308.0,3.625,440900.0,False,False,False,False,5.074675324675325,0.19577735124760076,2.5194805194805197
-118.18,33.84,43.0,2561.0,544.0,1063.0,537.0,3.835,418600.0,False,False,False,True,4.769087523277467,0.21241702459976572,1.9795158286778398
-124.21,41.75,20.0,3810.0,787.0,1993.0,721.0,2.0074,66900.0,False,False,False,True,5.284327323162275,0.20656167979002624,2.764216366158114
-122.06,37.64,33.0,1160.0,252.0,729.0,220.0,3.8259,146100.0,False,False,True,False,5.2727272727272725,0.21724137931034482,3.3136363636363635
-117.17,32.71,7.0,2493.0,693.0,951.0,641.0,4.2375,205000.0,False,False,False,True,3.8892355694227767,0.2779783393501805,1.4836193447737909
-119.04,36.07,26.0,2185.0,435.0,1108.0,419.0,2.2277,78000.0,True,False,False,False,5.214797136038186,0.19908466819221968,2.6443914081145583
-118.21,33.88,29.0,1976.0,444.0,1254.0,371.0,2.1782,126800.0,False,False,False,False,5.3261455525606465,0.22469635627530365,3.3800539083557952
-118.15,33.92,28.0,1038.0,252.0,912.0,245.0,2.5875,161200.0,False,False,False,False,4.236734693877551,0.24277456647398843,3.7224489795918365
-114.65,34.89,17.0,2556.0,587.0,1005.0,401.0,1.6991,69100.0,True,False,False,False,6.3740648379052365,0.22965571205007826,2.506234413965087
-118.0,34.08,29.0,2003.0,401.0,1520.0,364.0,3.994,195300.0,True,False,False,False,5.502747252747253,0.200199700449326,4.175824175824176
